file_name,region,gender,wav_filename,wav_path,prediction_score
common_voice_en_17775118.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17775118.wav,mozilla_evaluation_wav/common_voice_en_17775118.wav,0.99294746
common_voice_en_131226.mp3,british isles (uk and ireland),female_feminine,common_voice_en_131226.wav,mozilla_evaluation_wav/common_voice_en_131226.wav,0.9780964
common_voice_en_142135.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142135.wav,mozilla_evaluation_wav/common_voice_en_142135.wav,0.9954626
common_voice_en_113622.mp3,british isles (uk and ireland),female_feminine,common_voice_en_113622.wav,mozilla_evaluation_wav/common_voice_en_113622.wav,0.14235169
common_voice_en_13769.mp3,british isles (uk and ireland),female_feminine,common_voice_en_13769.wav,mozilla_evaluation_wav/common_voice_en_13769.wav,0.9405119
common_voice_en_18044946.mp3,british isles (uk and ireland),female_feminine,common_voice_en_18044946.wav,mozilla_evaluation_wav/common_voice_en_18044946.wav,0.7946085
common_voice_en_142106.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142106.wav,mozilla_evaluation_wav/common_voice_en_142106.wav,0.9995371
common_voice_en_142156.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142156.wav,mozilla_evaluation_wav/common_voice_en_142156.wav,0.9804983
common_voice_en_17789941.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17789941.wav,mozilla_evaluation_wav/common_voice_en_17789941.wav,0.6001128
common_voice_en_142041.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142041.wav,mozilla_evaluation_wav/common_voice_en_142041.wav,0.9998242
common_voice_en_17250158.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17250158.wav,mozilla_evaluation_wav/common_voice_en_17250158.wav,0.99971765
common_voice_en_153665.mp3,british isles (uk and ireland),female_feminine,common_voice_en_153665.wav,mozilla_evaluation_wav/common_voice_en_153665.wav,0.0003845238
common_voice_en_142162.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142162.wav,mozilla_evaluation_wav/common_voice_en_142162.wav,0.9981312
common_voice_en_17790030.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790030.wav,mozilla_evaluation_wav/common_voice_en_17790030.wav,0.9947636
common_voice_en_17790050.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790050.wav,mozilla_evaluation_wav/common_voice_en_17790050.wav,0.0012193633
common_voice_en_17481812.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17481812.wav,mozilla_evaluation_wav/common_voice_en_17481812.wav,0.9998288
common_voice_en_153678.mp3,british isles (uk and ireland),female_feminine,common_voice_en_153678.wav,mozilla_evaluation_wav/common_voice_en_153678.wav,0.0001245787
common_voice_en_118506.mp3,british isles (uk and ireland),female_feminine,common_voice_en_118506.wav,mozilla_evaluation_wav/common_voice_en_118506.wav,0.9993482
