wav_path,prediction_score
Standardized_full_data/new_evaluation_wav_2/arabic85.wav,0.0694465
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17270731.wav,4.377714e-05
Standardized_full_data/new_evaluation_wav_2/spanish6.wav,0.00018926382
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18128784.wav,9.567215e-05
Standardized_full_data/new_evaluation_wav_2/french60.wav,4.641158e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17936033.wav,8.984327e-05
Standardized_full_data/new_evaluation_wav_2/english122.wav,0.00033069006
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17392963.wav,0.00021116724
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17935729.wav,4.6001725e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_120723.wav,0.0001754924
Standardized_full_data/new_evaluation_wav_2/english56.wav,0.00013104285
Standardized_full_data/new_evaluation_wav_2/spanish122.wav,0.00040982358
Standardized_full_data/new_evaluation_wav_2/common_voice_en_123979.wav,0.0005056847
Standardized_full_data/new_evaluation_wav_2/common_voice_en_142076.wav,5.7103607e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17331139.wav,0.00012482106
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17822156.wav,0.0003679717
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17252797.wav,0.0046569887
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18106601.wav,4.6358586e-05
Standardized_full_data/new_evaluation_wav_2/5f93182b42e8f12450049c20cd3799db.wav,0.00016912755
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17281015.wav,4.6847377e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17260025.wav,0.0033941648
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17251931.wav,0.011200018
Standardized_full_data/new_evaluation_wav_2/42ce59a719a83089d172f8024fc24f92.wav,0.0001563272
Standardized_full_data/new_evaluation_wav_2/french46.wav,0.00020466484
Standardized_full_data/new_evaluation_wav_2/arabic77.wav,9.9111225e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17822141.wav,0.00038460706
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17776286.wav,0.010090126
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17896085.wav,7.976383e-05
Standardized_full_data/new_evaluation_wav_2/arabic93.wav,0.06335049
Standardized_full_data/new_evaluation_wav_2/0a7df1919244d090046e04b3c6412b70.wav,2.8244247e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18172305.wav,2.781986e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17147817.wav,6.0541814e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17586970.wav,4.764083e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17254897.wav,6.0886847e-05
Standardized_full_data/new_evaluation_wav_2/italian29.wav,0.08604325
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17959293.wav,0.00019784314
Standardized_full_data/new_evaluation_wav_2/common_voice_en_131649.wav,5.175394e-05
Standardized_full_data/new_evaluation_wav_2/english408.wav,0.07880921
Standardized_full_data/new_evaluation_wav_2/spanish69.wav,4.477393e-05
Standardized_full_data/new_evaluation_wav_2/japanese6.wav,0.30831218
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17248715.wav,6.28265e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_142156.wav,4.708629e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17331199.wav,0.8632788
Standardized_full_data/new_evaluation_wav_2/farsi2.wav,5.4487402e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17789941.wav,4.1736395e-05
Standardized_full_data/new_evaluation_wav_2/spanish35.wav,0.008289255
Standardized_full_data/new_evaluation_wav_2/french44.wav,0.00057612325
Standardized_full_data/new_evaluation_wav_2/french4.wav,3.8575938e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_148333.wav,0.0001310301
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18044946.wav,0.00035261683
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17256419.wav,0.00012938246
Standardized_full_data/new_evaluation_wav_2/common_voice_en_142162.wav,0.00088517636
Standardized_full_data/new_evaluation_wav_2/common_voice_en_15694.wav,0.00018584455
Standardized_full_data/new_evaluation_wav_2/8d1301a79919f630b98c4b33ba197ac3.wav,3.685378e-05
Standardized_full_data/new_evaluation_wav_2/mandarin59.wav,0.0065428265
Standardized_full_data/new_evaluation_wav_2/c015958f12f44ce1986d939ea32aaaed.wav,5.9829516e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17696623.wav,0.00025299116
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17586921.wav,3.446093e-05
Standardized_full_data/new_evaluation_wav_2/ed0de1313bcd91acef32e5d36529db46.wav,0.00030872718
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17271700.wav,5.1872583e-05
Standardized_full_data/new_evaluation_wav_2/french59.wav,0.0001285112
Standardized_full_data/new_evaluation_wav_2/english508.wav,0.001255807
Standardized_full_data/new_evaluation_wav_2/english141.wav,6.223255e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_13813725.wav,0.21099663
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17253269.wav,0.035695154
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17276804.wav,0.023572125
Standardized_full_data/new_evaluation_wav_2/a068757aac0da71436e200e4d274c6cc.wav,5.235726e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272607.wav,5.970162e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_171470.wav,0.000113752365
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17270723.wav,6.280654e-05
Standardized_full_data/new_evaluation_wav_2/64b4bd55c6371cd700a5fcd143ac11fe.wav,6.881845e-05
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17371997.wav,7.851754e-05
Standardized_full_data/new_evaluation_wav_2/taiwanese4.wav,0.000102634076
Standardized_full_data/new_evaluation_wav_2/english313.wav,7.0227456e-05
