wav_path,bonafide_prediction_score
Standardized_full_data/new_evaluation_wav/arabic85.wav,2.9278623e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17270731.wav,1.7946373e-05
Standardized_full_data/new_evaluation_wav/spanish6.wav,5.041265e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18128784.wav,6.0472856e-05
Standardized_full_data/new_evaluation_wav/french60.wav,2.3358205e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17936033.wav,1.2912549e-05
Standardized_full_data/new_evaluation_wav/english122.wav,1.483249e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17392963.wav,1.7481063e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17935729.wav,6.547892e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_120723.wav,5.523409e-05
Standardized_full_data/new_evaluation_wav/english56.wav,2.460816e-05
Standardized_full_data/new_evaluation_wav/spanish122.wav,2.183885e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_123979.wav,1.5704138e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_142076.wav,1.4610822e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17331139.wav,6.5609616e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17822156.wav,1.5716347e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17252797.wav,0.00066035916
Standardized_full_data/new_evaluation_wav/common_voice_en_18106601.wav,0.0008411076
Standardized_full_data/new_evaluation_wav/5f93182b42e8f12450049c20cd3799db.wav,3.4313096e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17281015.wav,0.0013669017
Standardized_full_data/new_evaluation_wav/common_voice_en_17260025.wav,2.2230539e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17251931.wav,2.8063094e-05
Standardized_full_data/new_evaluation_wav/42ce59a719a83089d172f8024fc24f92.wav,0.0002412735
Standardized_full_data/new_evaluation_wav/french46.wav,2.7752343e-05
Standardized_full_data/new_evaluation_wav/arabic77.wav,2.1584749e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17822141.wav,2.653929e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17776286.wav,6.797798e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17896085.wav,0.00030634858
Standardized_full_data/new_evaluation_wav/arabic93.wav,5.9205897e-05
Standardized_full_data/new_evaluation_wav/0a7df1919244d090046e04b3c6412b70.wav,2.4554056e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18172305.wav,2.8369668e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17147817.wav,2.3443657e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17586970.wav,1.7723172e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17254897.wav,5.3025786e-05
Standardized_full_data/new_evaluation_wav/italian29.wav,2.5082316e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17959293.wav,1.4611352e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_131649.wav,1.8018538e-05
Standardized_full_data/new_evaluation_wav/english408.wav,5.4462824e-05
Standardized_full_data/new_evaluation_wav/spanish69.wav,2.5121288e-05
Standardized_full_data/new_evaluation_wav/japanese6.wav,4.8045542e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17248715.wav,1.2209196e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_142156.wav,1.2719442e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17331199.wav,4.087886e-05
Standardized_full_data/new_evaluation_wav/farsi2.wav,0.00021473026
Standardized_full_data/new_evaluation_wav/common_voice_en_17789941.wav,1.5446813e-05
Standardized_full_data/new_evaluation_wav/spanish35.wav,9.9359844e-05
Standardized_full_data/new_evaluation_wav/french44.wav,2.0423247e-05
Standardized_full_data/new_evaluation_wav/french4.wav,4.2623713e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_148333.wav,0.00026668468
Standardized_full_data/new_evaluation_wav/common_voice_en_18044946.wav,2.0879894e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17256419.wav,4.8334754e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_142162.wav,1.1922424e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_15694.wav,3.598084e-05
Standardized_full_data/new_evaluation_wav/8d1301a79919f630b98c4b33ba197ac3.wav,1.629812e-05
Standardized_full_data/new_evaluation_wav/mandarin59.wav,1.5602283e-05
Standardized_full_data/new_evaluation_wav/c015958f12f44ce1986d939ea32aaaed.wav,1.9650588e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17696623.wav,0.00012578734
Standardized_full_data/new_evaluation_wav/common_voice_en_17586921.wav,1.4949307e-05
Standardized_full_data/new_evaluation_wav/ed0de1313bcd91acef32e5d36529db46.wav,1.3174386e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17271700.wav,4.9048176e-05
Standardized_full_data/new_evaluation_wav/french59.wav,2.2339224e-05
Standardized_full_data/new_evaluation_wav/english508.wav,2.1728454e-05
Standardized_full_data/new_evaluation_wav/english141.wav,0.00023608237
Standardized_full_data/new_evaluation_wav/common_voice_en_13813725.wav,1.3446891e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17253269.wav,8.52808e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17276804.wav,1.9279869e-05
Standardized_full_data/new_evaluation_wav/a068757aac0da71436e200e4d274c6cc.wav,6.0931576e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17272607.wav,1.6666601e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_171470.wav,1.4527901e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17270723.wav,3.2089152e-05
Standardized_full_data/new_evaluation_wav/64b4bd55c6371cd700a5fcd143ac11fe.wav,1.7445906e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17371997.wav,1.2867546e-05
Standardized_full_data/new_evaluation_wav/taiwanese4.wav,3.07771e-05
Standardized_full_data/new_evaluation_wav/english313.wav,2.4605064e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17403770.wav,4.4390643e-05
Standardized_full_data/new_evaluation_wav/english371.wav,4.7321373e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18124866.wav,6.372027e-05
