wav_path,bonafide_prediction_score
Standardized_full_data/new_evaluation_wav/arabic85.wav,4.298957e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17270731.wav,4.9478003e-05
Standardized_full_data/new_evaluation_wav/spanish6.wav,4.6102472e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18128784.wav,5.5537537e-05
Standardized_full_data/new_evaluation_wav/french60.wav,5.353262e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17936033.wav,4.4163215e-05
Standardized_full_data/new_evaluation_wav/english122.wav,4.7134727e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17392963.wav,9.489205e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17935729.wav,5.0650666e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_120723.wav,0.76282364
Standardized_full_data/new_evaluation_wav/english56.wav,4.3692595e-05
Standardized_full_data/new_evaluation_wav/spanish122.wav,5.1214593e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_123979.wav,0.00015314369
Standardized_full_data/new_evaluation_wav/common_voice_en_142076.wav,4.9666825e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17331139.wav,4.971222e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17822156.wav,6.875199e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17252797.wav,5.8056376e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18106601.wav,6.553058e-05
Standardized_full_data/new_evaluation_wav/5f93182b42e8f12450049c20cd3799db.wav,8.989367e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17281015.wav,6.673752e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17260025.wav,5.544519e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17251931.wav,4.6336794e-05
Standardized_full_data/new_evaluation_wav/42ce59a719a83089d172f8024fc24f92.wav,4.9496033e-05
Standardized_full_data/new_evaluation_wav/french46.wav,4.742162e-05
Standardized_full_data/new_evaluation_wav/arabic77.wav,5.5907396e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17822141.wav,5.9285678e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17776286.wav,5.048578e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17896085.wav,6.4349144e-05
Standardized_full_data/new_evaluation_wav/arabic93.wav,0.00021574345
Standardized_full_data/new_evaluation_wav/0a7df1919244d090046e04b3c6412b70.wav,5.7506e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18172305.wav,4.9030034e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17147817.wav,4.500609e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17586970.wav,6.824807e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17254897.wav,5.194981e-05
Standardized_full_data/new_evaluation_wav/italian29.wav,5.9575974e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17959293.wav,4.782036e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_131649.wav,4.8476562e-05
Standardized_full_data/new_evaluation_wav/english408.wav,5.1115636e-05
Standardized_full_data/new_evaluation_wav/spanish69.wav,4.973204e-05
Standardized_full_data/new_evaluation_wav/japanese6.wav,5.0121333e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17248715.wav,4.064957e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_142156.wav,4.2943186e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17331199.wav,5.5537377e-05
Standardized_full_data/new_evaluation_wav/farsi2.wav,5.6445708e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17789941.wav,4.6585854e-05
Standardized_full_data/new_evaluation_wav/spanish35.wav,5.8244153e-05
Standardized_full_data/new_evaluation_wav/french44.wav,6.955937e-05
Standardized_full_data/new_evaluation_wav/french4.wav,5.4514378e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_148333.wav,6.3124564e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18044946.wav,6.009961e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17256419.wav,7.424893e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_142162.wav,5.5626962e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_15694.wav,6.0275077e-05
Standardized_full_data/new_evaluation_wav/8d1301a79919f630b98c4b33ba197ac3.wav,5.1811574e-05
Standardized_full_data/new_evaluation_wav/mandarin59.wav,7.445939e-05
Standardized_full_data/new_evaluation_wav/c015958f12f44ce1986d939ea32aaaed.wav,6.813978e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17696623.wav,6.9241614e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17586921.wav,6.2080864e-05
Standardized_full_data/new_evaluation_wav/ed0de1313bcd91acef32e5d36529db46.wav,6.489709e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17271700.wav,4.7265716e-05
Standardized_full_data/new_evaluation_wav/french59.wav,4.2916367e-05
Standardized_full_data/new_evaluation_wav/english508.wav,4.599308e-05
Standardized_full_data/new_evaluation_wav/english141.wav,4.965986e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_13813725.wav,4.8223097e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17253269.wav,3.9761773e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17276804.wav,4.49256e-05
Standardized_full_data/new_evaluation_wav/a068757aac0da71436e200e4d274c6cc.wav,5.5956687e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17272607.wav,7.4053685e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_171470.wav,5.6107056e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17270723.wav,4.323519e-05
Standardized_full_data/new_evaluation_wav/64b4bd55c6371cd700a5fcd143ac11fe.wav,6.284147e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17371997.wav,5.2507417e-05
Standardized_full_data/new_evaluation_wav/taiwanese4.wav,8.883341e-05
Standardized_full_data/new_evaluation_wav/english313.wav,4.150044e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17403770.wav,5.5778146e-05
Standardized_full_data/new_evaluation_wav/english371.wav,6.18271e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18124866.wav,5.241406e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17627093.wav,4.278996e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17732986.wav,7.625983e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17361472.wav,4.4808745e-05
