file_name,speaker,age,gender,accent,native_language,country,region,source,wav_filename,wav_path,bonafide_prediction_score
common_voice_en_12088.wav,907c23b7fa9bfd336418f697c03eca72009141f994024d311afe38236dddf3a2c8b1a0e49a84b529a25e151a1aab8281c2f080340c761f46186d40110439ceb0,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_12088.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_12088.wav,0.86279947
common_voice_en_17271107.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17271107.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17271107.wav,0.9709427
common_voice_en_17271286.wav,64495fea700290b59ad624eedc07d0117e03a3b76d5ae0125d0ee42f6a02e6af58bc573a0c2e78e48059e0070667131af2421b7ed309b4f20b5587bd9e231859,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17271286.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17271286.wav,0.9898391
common_voice_en_17252772.wav,bd8aea2d079d11ba428ec472f9c2c0665f234993d6553d5b471db8c1489368966733a3be763ee8ef3d74d73b1b8258bd2410687767f314d801922fa52d38a1ca,teens,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17252772.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17252772.wav,0.9980713
common_voice_en_18114201.wav,a50cf2467be05a5b58aaed67cdb3179bde4f10258029c1c1cb660173b1f8dfb71f871734f8b37133388a1bd278c0fb4df197a9a926e9ee88cc397ce0847dbf25,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_18114201.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_18114201.wav,0.97796047
common_voice_en_17251931.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17251931.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17251931.wav,0.07319383
common_voice_en_17733574.wav,31b8c7cde4a3f6814822f715abb9ef3d94d318962eb0efc187588361c604b31e5fc93314a1e19f21acf2c7b60da3661882b813796c2314859ee2851d611df437,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17733574.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17733574.wav,0.9919435
common_voice_en_17825066.wav,d8248cc7b44b79f0d91afa66c2fe5e91553d67a9e06464feb04225de0978941807b355879fd521e78be04ee3a45d9c859f63cfbf5486c6b542c22bbd5a9c2606,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17825066.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17825066.wav,0.00034656815
common_voice_en_17257212.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17257212.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17257212.wav,0.11369298
common_voice_en_17736923.wav,31b8c7cde4a3f6814822f715abb9ef3d94d318962eb0efc187588361c604b31e5fc93314a1e19f21acf2c7b60da3661882b813796c2314859ee2851d611df437,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17736923.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17736923.wav,0.9986998
