wav_path,prediction_score
Standardized_full_data/new_evaluation_wav_2/arabic85.wav,0.99939585
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17270731.wav,0.9998666
Standardized_full_data/new_evaluation_wav_2/spanish6.wav,0.36401692
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18128784.wav,0.99992627
Standardized_full_data/new_evaluation_wav_2/french60.wav,0.99983793
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17936033.wav,0.9997981
Standardized_full_data/new_evaluation_wav_2/english122.wav,0.9999341
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17392963.wav,0.9998393
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17935729.wav,0.9995203
Standardized_full_data/new_evaluation_wav_2/common_voice_en_120723.wav,0.999894
Standardized_full_data/new_evaluation_wav_2/english56.wav,0.9998707
Standardized_full_data/new_evaluation_wav_2/spanish122.wav,0.8876263
Standardized_full_data/new_evaluation_wav_2/common_voice_en_123979.wav,0.99971914
Standardized_full_data/new_evaluation_wav_2/common_voice_en_142076.wav,0.9999015
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17331139.wav,0.9998974
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17822156.wav,0.99956614
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17252797.wav,0.68663114
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18106601.wav,0.999838
Standardized_full_data/new_evaluation_wav_2/5f93182b42e8f12450049c20cd3799db.wav,0.976585
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17281015.wav,0.99975926
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17260025.wav,0.9998872
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17251931.wav,0.9989847
Standardized_full_data/new_evaluation_wav_2/42ce59a719a83089d172f8024fc24f92.wav,0.99975795
Standardized_full_data/new_evaluation_wav_2/french46.wav,0.99980026
Standardized_full_data/new_evaluation_wav_2/arabic77.wav,0.999884
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17822141.wav,0.9996476
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17776286.wav,0.99980825
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17896085.wav,0.99985486
Standardized_full_data/new_evaluation_wav_2/arabic93.wav,0.9997925
Standardized_full_data/new_evaluation_wav_2/0a7df1919244d090046e04b3c6412b70.wav,0.99982107
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18172305.wav,0.9999174
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17147817.wav,0.9997447
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17586970.wav,0.9995887
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17254897.wav,0.99990904
Standardized_full_data/new_evaluation_wav_2/italian29.wav,0.99973375
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17959293.wav,0.99983436
Standardized_full_data/new_evaluation_wav_2/common_voice_en_131649.wav,0.9998463
Standardized_full_data/new_evaluation_wav_2/english408.wav,0.9995357
Standardized_full_data/new_evaluation_wav_2/spanish69.wav,0.99993634
Standardized_full_data/new_evaluation_wav_2/japanese6.wav,0.99773145
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17248715.wav,0.99990124
Standardized_full_data/new_evaluation_wav_2/common_voice_en_142156.wav,0.9999056
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17331199.wav,0.93185776
Standardized_full_data/new_evaluation_wav_2/farsi2.wav,0.9999125
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17789941.wav,0.9998993
Standardized_full_data/new_evaluation_wav_2/spanish35.wav,0.9984035
Standardized_full_data/new_evaluation_wav_2/french44.wav,0.99978054
Standardized_full_data/new_evaluation_wav_2/french4.wav,0.99983424
Standardized_full_data/new_evaluation_wav_2/common_voice_en_148333.wav,0.9987561
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18044946.wav,0.99903214
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17256419.wav,0.9925545
Standardized_full_data/new_evaluation_wav_2/common_voice_en_142162.wav,0.9997811
Standardized_full_data/new_evaluation_wav_2/common_voice_en_15694.wav,0.9999167
Standardized_full_data/new_evaluation_wav_2/8d1301a79919f630b98c4b33ba197ac3.wav,0.99973774
Standardized_full_data/new_evaluation_wav_2/mandarin59.wav,0.9992905
Standardized_full_data/new_evaluation_wav_2/c015958f12f44ce1986d939ea32aaaed.wav,0.99976844
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17696623.wav,0.9999104
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17586921.wav,0.99994427
Standardized_full_data/new_evaluation_wav_2/ed0de1313bcd91acef32e5d36529db46.wav,0.99989146
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17271700.wav,0.9999133
Standardized_full_data/new_evaluation_wav_2/french59.wav,0.9999235
Standardized_full_data/new_evaluation_wav_2/english508.wav,0.99977136
Standardized_full_data/new_evaluation_wav_2/english141.wav,0.99982363
Standardized_full_data/new_evaluation_wav_2/common_voice_en_13813725.wav,0.031629644
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17253269.wav,0.7980767
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17276804.wav,0.112509765
Standardized_full_data/new_evaluation_wav_2/a068757aac0da71436e200e4d274c6cc.wav,0.9997741
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272607.wav,0.9999111
Standardized_full_data/new_evaluation_wav_2/common_voice_en_171470.wav,0.999775
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17270723.wav,0.99966216
Standardized_full_data/new_evaluation_wav_2/64b4bd55c6371cd700a5fcd143ac11fe.wav,0.9998493
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17371997.wav,0.99455273
Standardized_full_data/new_evaluation_wav_2/taiwanese4.wav,0.9999131
Standardized_full_data/new_evaluation_wav_2/english313.wav,0.99961334
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17403770.wav,0.9999101
Standardized_full_data/new_evaluation_wav_2/english371.wav,0.999791
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18124866.wav,0.9997117
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17627093.wav,0.9997948
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17732986.wav,0.9450551
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17361472.wav,0.9998202
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17567630.wav,0.99979925
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17343405.wav,0.99992436
Standardized_full_data/new_evaluation_wav_2/english118.wav,0.9993789
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17980770.wav,0.999616
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17344031.wav,0.9998266
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17733574.wav,0.20538756
Standardized_full_data/new_evaluation_wav_2/italian13.wav,0.9998751
Standardized_full_data/new_evaluation_wav_2/mandarin41.wav,0.9998983
Standardized_full_data/new_evaluation_wav_2/common_voice_en_15677.wav,0.9997345
Standardized_full_data/new_evaluation_wav_2/common_voice_en_179965.wav,0.99971104
Standardized_full_data/new_evaluation_wav_2/a7c4f82067d981a169866dfadbc99965.wav,0.9998115
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272629.wav,0.9995746
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17586968.wav,0.99990404
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272716.wav,0.9997976
Standardized_full_data/new_evaluation_wav_2/cantonese16.wav,0.9998103
Standardized_full_data/new_evaluation_wav_2/common_voice_en_179949.wav,0.99981177
Standardized_full_data/new_evaluation_wav_2/common_voice_en_10208700.wav,0.9035866
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17432688.wav,0.00019639939
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17825066.wav,0.8361177
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1466773.wav,0.99980456
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17344200.wav,0.9998641
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17271713.wav,0.99987966
Standardized_full_data/new_evaluation_wav_2/common_voice_en_101565.wav,0.99936646
Standardized_full_data/new_evaluation_wav_2/common_voice_en_16217523.wav,0.99961793
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18147648.wav,0.99908394
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17955247.wav,0.99992096
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17777355.wav,0.9997901
Standardized_full_data/new_evaluation_wav_2/arabic75.wav,0.9998899
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17256501.wav,0.99989957
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272513.wav,0.99980396
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17274098.wav,0.99990344
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17294072.wav,0.9996879
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17507514.wav,0.9998469
Standardized_full_data/new_evaluation_wav_2/common_voice_en_171912.wav,0.99722356
Standardized_full_data/new_evaluation_wav_2/english92.wav,0.999748
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1466770.wav,0.9995034
Standardized_full_data/new_evaluation_wav_2/cantonese17.wav,0.99992055
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17790094.wav,0.9999094
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17790050.wav,0.9999071
Standardized_full_data/new_evaluation_wav_2/arabic33.wav,0.9998827
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17385088.wav,0.970022
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17453396.wav,0.9995276
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18124629.wav,0.9996581
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17896090.wav,0.99985164
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17266361.wav,0.999578
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17345197.wav,0.9915197
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17919851.wav,0.99972403
Standardized_full_data/new_evaluation_wav_2/6639e9f075e11360efa09a2693f2c441.wav,0.9998469
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17840377.wav,0.0028970016
Standardized_full_data/new_evaluation_wav_2/english158.wav,0.9997645
Standardized_full_data/new_evaluation_wav_2/english149.wav,0.9996837
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17331147.wav,0.9371498
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17258089.wav,0.99985975
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17777000.wav,0.99958736
Standardized_full_data/new_evaluation_wav_2/common_voice_en_12116.wav,0.99989295
Standardized_full_data/new_evaluation_wav_2/arabic63.wav,0.99974567
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17789909.wav,0.99983126
Standardized_full_data/new_evaluation_wav_2/english217.wav,0.99934226
Standardized_full_data/new_evaluation_wav_2/arabic100.wav,0.99987084
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17250162.wav,0.986899
Standardized_full_data/new_evaluation_wav_2/common_voice_en_128261.wav,0.9999188
Standardized_full_data/new_evaluation_wav_2/english240.wav,0.999836
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17256642.wav,0.99631554
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17461425.wav,0.9998562
Standardized_full_data/new_evaluation_wav_2/common_voice_en_148542.wav,0.46904263
Standardized_full_data/new_evaluation_wav_2/c5e25f588826eee57784240c1e4d8e9e.wav,0.9997198
Standardized_full_data/new_evaluation_wav_2/mandarin47.wav,0.99994135
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17345289.wav,0.9996162
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17392986.wav,0.9998983
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17256492.wav,0.9662093
Standardized_full_data/new_evaluation_wav_2/common_voice_en_123970.wav,0.99992734
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1466785.wav,0.99990106
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17996540.wav,0.99989784
Standardized_full_data/new_evaluation_wav_2/cantonese15.wav,0.9996002
Standardized_full_data/new_evaluation_wav_2/common_voice_en_13529.wav,0.9997871
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17776455.wav,0.99992573
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17288925.wav,0.9998275
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17850526.wav,0.9999137
Standardized_full_data/new_evaluation_wav_2/cantonese10.wav,0.99831885
Standardized_full_data/new_evaluation_wav_2/71aa6088489f25cda941a76ac8264e54.wav,0.99989146
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17798785.wav,0.9998471
Standardized_full_data/new_evaluation_wav_2/common_voice_en_148540.wav,0.9999201
Standardized_full_data/new_evaluation_wav_2/english167.wav,0.9995433
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17361475.wav,0.99988484
Standardized_full_data/new_evaluation_wav_2/f42b4e36d05cd0de34c5e339a1b782e1.wav,0.9996809
Standardized_full_data/new_evaluation_wav_2/common_voice_en_177981.wav,0.9999031
Standardized_full_data/new_evaluation_wav_2/common_voice_en_114763.wav,0.9998463
Standardized_full_data/new_evaluation_wav_2/dc96c6c4e7bef824a5b2aa89bbcf865e.wav,0.99969375
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17776178.wav,0.7896421
Standardized_full_data/new_evaluation_wav_2/arabic78.wav,0.99975485
Standardized_full_data/new_evaluation_wav_2/english230.wav,0.9730634
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17822140.wav,0.99955964
Standardized_full_data/new_evaluation_wav_2/common_voice_en_129336.wav,0.9998813
Standardized_full_data/new_evaluation_wav_2/common_voice_en_175655.wav,0.9981583
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17250166.wav,0.9996599
Standardized_full_data/new_evaluation_wav_2/korean31.wav,0.0011241774
Standardized_full_data/new_evaluation_wav_2/arabic21.wav,0.99991417
Standardized_full_data/new_evaluation_wav_2/arabic95.wav,0.999857
Standardized_full_data/new_evaluation_wav_2/dutch10.wav,0.99973565
Standardized_full_data/new_evaluation_wav_2/basque1.wav,0.9998186
Standardized_full_data/new_evaluation_wav_2/926ad73f217846939dda10f2c62b9159.wav,0.99989045
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17978708.wav,0.99983853
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17624837.wav,0.9996933
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17256491.wav,0.9995859
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17809327.wav,0.99966913
Standardized_full_data/new_evaluation_wav_2/common_voice_en_16048570.wav,0.99664193
Standardized_full_data/new_evaluation_wav_2/common_voice_en_148706.wav,0.9993307
Standardized_full_data/new_evaluation_wav_2/common_voice_en_15577787.wav,0.99986726
Standardized_full_data/new_evaluation_wav_2/151d54ba00be72c257e9cf71c5b7db94.wav,0.9998912
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18164110.wav,0.99900585
Standardized_full_data/new_evaluation_wav_2/common_voice_en_113622.wav,0.9997948
Standardized_full_data/new_evaluation_wav_2/spanish10.wav,0.9996865
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1466788.wav,0.9726518
Standardized_full_data/new_evaluation_wav_2/german2.wav,0.9999351
Standardized_full_data/new_evaluation_wav_2/farsi4.wav,0.9999373
Standardized_full_data/new_evaluation_wav_2/fef0420119762167f1c7c03dc0a4427f.wav,0.9999122
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17808362.wav,0.9998353
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17250814.wav,0.98526925
Standardized_full_data/new_evaluation_wav_2/common_voice_en_126024.wav,0.9997331
Standardized_full_data/new_evaluation_wav_2/common_voice_en_148759.wav,0.999877
Standardized_full_data/new_evaluation_wav_2/english67.wav,0.99955595
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17344101.wav,0.99980783
Standardized_full_data/new_evaluation_wav_2/english512.wav,0.9997687
Standardized_full_data/new_evaluation_wav_2/italian32.wav,0.9998333
Standardized_full_data/new_evaluation_wav_2/6a35f5daa97a883c4119b919158d709e.wav,0.9999031
Standardized_full_data/new_evaluation_wav_2/english26.wav,0.99963504
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17771898.wav,0.19970861
Standardized_full_data/new_evaluation_wav_2/spanish149.wav,0.999589
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272572.wav,0.99923396
Standardized_full_data/new_evaluation_wav_2/farsi19.wav,0.99990904
Standardized_full_data/new_evaluation_wav_2/mandarin1.wav,0.9998716
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1466791.wav,0.9998673
Standardized_full_data/new_evaluation_wav_2/english157.wav,0.99953336
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18224204.wav,0.9997933
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272493.wav,0.9996123
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1280843.wav,0.9994404
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17270520.wav,0.9965249
Standardized_full_data/new_evaluation_wav_2/english296.wav,0.9997848
Standardized_full_data/new_evaluation_wav_2/japanese10.wav,0.9999291
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17822180.wav,0.999791
Standardized_full_data/new_evaluation_wav_2/sicilian1.wav,0.9995402
Standardized_full_data/new_evaluation_wav_2/3e3cb0fb713b85492034f6bff7dd0fe5.wav,0.9999158
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17271683.wav,0.99981594
Standardized_full_data/new_evaluation_wav_2/194e4a9f765124e2651c66c3fd2dab28.wav,0.9999088
Standardized_full_data/new_evaluation_wav_2/common_voice_en_15671.wav,0.9993009
Standardized_full_data/new_evaluation_wav_2/common_voice_en_15705.wav,0.9999144
Standardized_full_data/new_evaluation_wav_2/spanish162.wav,0.99924326
Standardized_full_data/new_evaluation_wav_2/mandarin20.wav,0.9999333
Standardized_full_data/new_evaluation_wav_2/arabic5.wav,0.99974364
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17308810.wav,0.9606739
Standardized_full_data/new_evaluation_wav_2/uyghur2.wav,0.99979705
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17434826.wav,0.0023371377
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17717576.wav,0.99956757
Standardized_full_data/new_evaluation_wav_2/english6.wav,0.9994915
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17258448.wav,0.9988826
Standardized_full_data/new_evaluation_wav_2/hebrew4.wav,0.9992506
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272293.wav,0.99982303
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17147416.wav,0.9997017
Standardized_full_data/new_evaluation_wav_2/french3.wav,0.999783
Standardized_full_data/new_evaluation_wav_2/english447.wav,0.999849
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18114201.wav,0.9999351
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17346734.wav,0.30892083
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17444601.wav,0.99971914
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17296008.wav,0.99992466
Standardized_full_data/new_evaluation_wav_2/spanish132.wav,0.99988395
Standardized_full_data/new_evaluation_wav_2/uyghur1.wav,0.9998065
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17401258.wav,0.7994049
Standardized_full_data/new_evaluation_wav_2/61bdfa6b4583f85d3d4f5bb2d6b392fc.wav,0.99978334
Standardized_full_data/new_evaluation_wav_2/english433.wav,0.9607601
Standardized_full_data/new_evaluation_wav_2/english98.wav,0.99984795
Standardized_full_data/new_evaluation_wav_2/spanish17.wav,0.9999128
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17790060.wav,0.99982536
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17790052.wav,0.99988264
Standardized_full_data/new_evaluation_wav_2/mandarin65.wav,0.9999274
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17887881.wav,0.0007344937
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17329576.wav,0.00029349086
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17345183.wav,0.9875948
Standardized_full_data/new_evaluation_wav_2/spanish40.wav,0.99925035
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18139515.wav,0.999775
Standardized_full_data/new_evaluation_wav_2/common_voice_en_18093965.wav,0.25785485
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17252995.wav,0.9993322
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17860860.wav,0.9994913
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17271708.wav,0.99989676
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17276336.wav,0.9995616
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17481812.wav,0.9996799
Standardized_full_data/new_evaluation_wav_2/aa6e9354a447df60e83ed76e0e6b5941.wav,0.99964833
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1089344.wav,0.9992205
Standardized_full_data/new_evaluation_wav_2/common_voice_en_1466798.wav,0.99992037
Standardized_full_data/new_evaluation_wav_2/common_voice_en_142118.wav,0.9998632
Standardized_full_data/new_evaluation_wav_2/common_voice_en_17272666.wav,0.999777
