file_name,speaker,age,gender,accent,native_language,country,region,source,wav_filename,wav_path,bonafide_prediction_score
common_voice_en_12088.wav,907c23b7fa9bfd336418f697c03eca72009141f994024d311afe38236dddf3a2c8b1a0e49a84b529a25e151a1aab8281c2f080340c761f46186d40110439ceb0,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_12088.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_12088.wav,0.9999785
common_voice_en_17271107.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17271107.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17271107.wav,0.9945018
common_voice_en_17271286.wav,64495fea700290b59ad624eedc07d0117e03a3b76d5ae0125d0ee42f6a02e6af58bc573a0c2e78e48059e0070667131af2421b7ed309b4f20b5587bd9e231859,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17271286.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17271286.wav,0.9999529
common_voice_en_17252772.wav,bd8aea2d079d11ba428ec472f9c2c0665f234993d6553d5b471db8c1489368966733a3be763ee8ef3d74d73b1b8258bd2410687767f314d801922fa52d38a1ca,teens,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17252772.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17252772.wav,0.010615853
common_voice_en_18114201.wav,a50cf2467be05a5b58aaed67cdb3179bde4f10258029c1c1cb660173b1f8dfb71f871734f8b37133388a1bd278c0fb4df197a9a926e9ee88cc397ce0847dbf25,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_18114201.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_18114201.wav,0.00033862243
common_voice_en_17251931.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17251931.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17251931.wav,0.99997526
common_voice_en_17733574.wav,31b8c7cde4a3f6814822f715abb9ef3d94d318962eb0efc187588361c604b31e5fc93314a1e19f21acf2c7b60da3661882b813796c2314859ee2851d611df437,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17733574.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17733574.wav,0.9999744
common_voice_en_17825066.wav,d8248cc7b44b79f0d91afa66c2fe5e91553d67a9e06464feb04225de0978941807b355879fd521e78be04ee3a45d9c859f63cfbf5486c6b542c22bbd5a9c2606,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17825066.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17825066.wav,0.039099816
common_voice_en_17257212.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17257212.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17257212.wav,0.9999819
common_voice_en_17736923.wav,31b8c7cde4a3f6814822f715abb9ef3d94d318962eb0efc187588361c604b31e5fc93314a1e19f21acf2c7b60da3661882b813796c2314859ee2851d611df437,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17736923.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17736923.wav,0.99993086
common_voice_en_17346734.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17346734.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17346734.wav,0.99972135
common_voice_en_17282647.wav,13f73b5b771e6a1e82dee4b6b6299e3e9d3d5aa4320b6fed3a02de7ad427944659ebecd68aeae2ec483e511105bb0554202dd2ad5d6a634269102ef067b05f97,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17282647.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17282647.wav,0.9999646
common_voice_en_17270520.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17270520.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17270520.wav,0.107945964
common_voice_en_17252754.wav,bd8aea2d079d11ba428ec472f9c2c0665f234993d6553d5b471db8c1489368966733a3be763ee8ef3d74d73b1b8258bd2410687767f314d801922fa52d38a1ca,teens,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17252754.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17252754.wav,0.17256527
common_voice_en_155232.wav,59c0c06aca647eb6f882f94eadf9cd765d137dc38d2cfb5e929f1bfe2a43f5f5440472cfe9b3889e1f0ffc8d7d5a67974184d3b53c6eee95aba028eb3b89dc01,teens,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_155232.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_155232.wav,0.9999764
common_voice_en_17256604.wav,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17256604.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17256604.wav,0.99997854
common_voice_en_17825083.wav,d8248cc7b44b79f0d91afa66c2fe5e91553d67a9e06464feb04225de0978941807b355879fd521e78be04ee3a45d9c859f63cfbf5486c6b542c22bbd5a9c2606,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_17825083.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_17825083.wav,0.030396111
common_voice_en_12108.wav,907c23b7fa9bfd336418f697c03eca72009141f994024d311afe38236dddf3a2c8b1a0e49a84b529a25e151a1aab8281c2f080340c761f46186d40110439ceb0,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_12108.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_12108.wav,0.9999688
common_voice_en_155225.wav,59c0c06aca647eb6f882f94eadf9cd765d137dc38d2cfb5e929f1bfe2a43f5f5440472cfe9b3889e1f0ffc8d7d5a67974184d3b53c6eee95aba028eb3b89dc01,teens,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_155225.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_155225.wav,0.49773672
common_voice_en_1735285.wav,9d95485d50d7f2f9266acb16d4405a1bde52400132fd68acdf6c194b441e70a9e697350f2313ea1eb0c34bfa8a3cb7968a25e35cc00638f8117451ebc0886e34,twenties,female,"india and south asia (india, pakistan, sri lanka)",,,"south asia (india, pakistan, bangladesh, sri lanka, nepal)",common_voice,common_voice_en_1735285.wav,Standardized_full_data/new_evaluation_wav/common_voice_en_1735285.wav,0.9999826
