file_name,region,gender,wav_filename,wav_path,prediction_score
common_voice_en_17775118.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17775118.wav,mozilla_evaluation_wav/common_voice_en_17775118.wav,0.0007676595
common_voice_en_131226.mp3,british isles (uk and ireland),female_feminine,common_voice_en_131226.wav,mozilla_evaluation_wav/common_voice_en_131226.wav,0.99120647
common_voice_en_142135.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142135.wav,mozilla_evaluation_wav/common_voice_en_142135.wav,0.95384014
common_voice_en_113622.mp3,british isles (uk and ireland),female_feminine,common_voice_en_113622.wav,mozilla_evaluation_wav/common_voice_en_113622.wav,0.9865399
common_voice_en_13769.mp3,british isles (uk and ireland),female_feminine,common_voice_en_13769.wav,mozilla_evaluation_wav/common_voice_en_13769.wav,0.9597442
common_voice_en_18044946.mp3,british isles (uk and ireland),female_feminine,common_voice_en_18044946.wav,mozilla_evaluation_wav/common_voice_en_18044946.wav,0.7827325
common_voice_en_142106.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142106.wav,mozilla_evaluation_wav/common_voice_en_142106.wav,0.9928081
common_voice_en_142156.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142156.wav,mozilla_evaluation_wav/common_voice_en_142156.wav,0.9952518
common_voice_en_17789941.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17789941.wav,mozilla_evaluation_wav/common_voice_en_17789941.wav,0.6344788
common_voice_en_142041.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142041.wav,mozilla_evaluation_wav/common_voice_en_142041.wav,0.9997991
common_voice_en_17250158.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17250158.wav,mozilla_evaluation_wav/common_voice_en_17250158.wav,0.98263377
common_voice_en_153665.mp3,british isles (uk and ireland),female_feminine,common_voice_en_153665.wav,mozilla_evaluation_wav/common_voice_en_153665.wav,0.00014774191
common_voice_en_142162.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142162.wav,mozilla_evaluation_wav/common_voice_en_142162.wav,0.9884255
common_voice_en_17790030.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790030.wav,mozilla_evaluation_wav/common_voice_en_17790030.wav,0.90779513
common_voice_en_17790050.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790050.wav,mozilla_evaluation_wav/common_voice_en_17790050.wav,0.12855135
common_voice_en_17481812.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17481812.wav,mozilla_evaluation_wav/common_voice_en_17481812.wav,0.9974166
common_voice_en_153678.mp3,british isles (uk and ireland),female_feminine,common_voice_en_153678.wav,mozilla_evaluation_wav/common_voice_en_153678.wav,1.4158812e-05
common_voice_en_118506.mp3,british isles (uk and ireland),female_feminine,common_voice_en_118506.wav,mozilla_evaluation_wav/common_voice_en_118506.wav,0.9998909
common_voice_en_17841385.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17841385.wav,mozilla_evaluation_wav/common_voice_en_17841385.wav,0.98677397
common_voice_en_17747707.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17747707.wav,mozilla_evaluation_wav/common_voice_en_17747707.wav,0.00022460731
common_voice_en_118446.mp3,british isles (uk and ireland),female_feminine,common_voice_en_118446.wav,mozilla_evaluation_wav/common_voice_en_118446.wav,0.99880695
common_voice_en_17481781.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17481781.wav,mozilla_evaluation_wav/common_voice_en_17481781.wav,0.9519471
common_voice_en_17789994.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17789994.wav,mozilla_evaluation_wav/common_voice_en_17789994.wav,0.36719373
common_voice_en_17936033.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17936033.wav,mozilla_evaluation_wav/common_voice_en_17936033.wav,0.9913556
common_voice_en_17790094.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790094.wav,mozilla_evaluation_wav/common_voice_en_17790094.wav,0.21169569
common_voice_en_1089344.mp3,british isles (uk and ireland),female_feminine,common_voice_en_1089344.wav,mozilla_evaluation_wav/common_voice_en_1089344.wav,0.30698806
common_voice_en_17250166.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17250166.wav,mozilla_evaluation_wav/common_voice_en_17250166.wav,0.98525375
common_voice_en_17789909.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17789909.wav,mozilla_evaluation_wav/common_voice_en_17789909.wav,0.4732577
common_voice_en_17254919.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17254919.wav,mozilla_evaluation_wav/common_voice_en_17254919.wav,0.8922926
common_voice_en_17850526.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17850526.wav,mozilla_evaluation_wav/common_voice_en_17850526.wav,0.44086424
common_voice_en_17254926.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17254926.wav,mozilla_evaluation_wav/common_voice_en_17254926.wav,0.60861576
common_voice_en_17790121.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790121.wav,mozilla_evaluation_wav/common_voice_en_17790121.wav,0.9175295
common_voice_en_142237.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142237.wav,mozilla_evaluation_wav/common_voice_en_142237.wav,0.99810874
common_voice_en_17790102.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790102.wav,mozilla_evaluation_wav/common_voice_en_17790102.wav,0.5933993
common_voice_en_17250162.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17250162.wav,mozilla_evaluation_wav/common_voice_en_17250162.wav,0.9874473
common_voice_en_17298419.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17298419.wav,mozilla_evaluation_wav/common_voice_en_17298419.wav,0.95580226
common_voice_en_143930.mp3,british isles (uk and ireland),female_feminine,common_voice_en_143930.wav,mozilla_evaluation_wav/common_voice_en_143930.wav,0.99909806
common_voice_en_17147541.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17147541.wav,mozilla_evaluation_wav/common_voice_en_17147541.wav,0.9990741
common_voice_en_142118.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142118.wav,mozilla_evaluation_wav/common_voice_en_142118.wav,0.9473307
common_voice_en_17281823.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17281823.wav,mozilla_evaluation_wav/common_voice_en_17281823.wav,0.9992036
common_voice_en_17627093.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17627093.wav,mozilla_evaluation_wav/common_voice_en_17627093.wav,0.9940777
common_voice_en_17747836.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17747836.wav,mozilla_evaluation_wav/common_voice_en_17747836.wav,0.00033304942
common_voice_en_17147544.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17147544.wav,mozilla_evaluation_wav/common_voice_en_17147544.wav,0.9997538
common_voice_en_17790052.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790052.wav,mozilla_evaluation_wav/common_voice_en_17790052.wav,0.703595
common_voice_en_142076.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142076.wav,mozilla_evaluation_wav/common_voice_en_142076.wav,0.999741
common_voice_en_141965.mp3,british isles (uk and ireland),female_feminine,common_voice_en_141965.wav,mozilla_evaluation_wav/common_voice_en_141965.wav,0.9624557
common_voice_en_142120.mp3,british isles (uk and ireland),female_feminine,common_voice_en_142120.wav,mozilla_evaluation_wav/common_voice_en_142120.wav,0.1315451
common_voice_en_17368219.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17368219.wav,mozilla_evaluation_wav/common_voice_en_17368219.wav,0.9989986
common_voice_en_17790060.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17790060.wav,mozilla_evaluation_wav/common_voice_en_17790060.wav,0.95217353
common_voice_en_17413813.mp3,british isles (uk and ireland),female_feminine,common_voice_en_17413813.wav,mozilla_evaluation_wav/common_voice_en_17413813.wav,0.00016615122
common_voice_en_18128784.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18128784.wav,mozilla_evaluation_wav/common_voice_en_18128784.wav,0.5473096
common_voice_en_17372387.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17372387.wav,mozilla_evaluation_wav/common_voice_en_17372387.wav,0.95997375
common_voice_en_18162817.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18162817.wav,mozilla_evaluation_wav/common_voice_en_18162817.wav,0.002596286
common_voice_en_18132496.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18132496.wav,mozilla_evaluation_wav/common_voice_en_18132496.wav,0.054325547
common_voice_en_17274098.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17274098.wav,mozilla_evaluation_wav/common_voice_en_17274098.wav,0.8474356
common_voice_en_18157125.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18157125.wav,mozilla_evaluation_wav/common_voice_en_18157125.wav,0.87069786
common_voice_en_103338.mp3,british isles (uk and ireland),male_masculine,common_voice_en_103338.wav,mozilla_evaluation_wav/common_voice_en_103338.wav,0.00015647097
common_voice_en_18171336.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18171336.wav,mozilla_evaluation_wav/common_voice_en_18171336.wav,3.2818985e-05
common_voice_en_105738.mp3,british isles (uk and ireland),male_masculine,common_voice_en_105738.wav,mozilla_evaluation_wav/common_voice_en_105738.wav,0.998889
common_voice_en_16243.mp3,british isles (uk and ireland),male_masculine,common_voice_en_16243.wav,mozilla_evaluation_wav/common_voice_en_16243.wav,0.046055038
common_voice_en_107458.mp3,british isles (uk and ireland),male_masculine,common_voice_en_107458.wav,mozilla_evaluation_wav/common_voice_en_107458.wav,0.9678201
common_voice_en_17284463.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17284463.wav,mozilla_evaluation_wav/common_voice_en_17284463.wav,0.0002510673
common_voice_en_178943.mp3,british isles (uk and ireland),male_masculine,common_voice_en_178943.wav,mozilla_evaluation_wav/common_voice_en_178943.wav,0.0026360105
common_voice_en_18173301.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18173301.wav,mozilla_evaluation_wav/common_voice_en_18173301.wav,0.00035651456
common_voice_en_123357.mp3,british isles (uk and ireland),male_masculine,common_voice_en_123357.wav,mozilla_evaluation_wav/common_voice_en_123357.wav,0.60926783
common_voice_en_18113777.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18113777.wav,mozilla_evaluation_wav/common_voice_en_18113777.wav,0.000113952316
common_voice_en_128261.mp3,british isles (uk and ireland),male_masculine,common_voice_en_128261.wav,mozilla_evaluation_wav/common_voice_en_128261.wav,0.0017216237
common_voice_en_18179234.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18179234.wav,mozilla_evaluation_wav/common_voice_en_18179234.wav,3.216772e-05
common_voice_en_17267667.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17267667.wav,mozilla_evaluation_wav/common_voice_en_17267667.wav,0.9722688
common_voice_en_17444601.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17444601.wav,mozilla_evaluation_wav/common_voice_en_17444601.wav,0.3374238
common_voice_en_17980770.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17980770.wav,mozilla_evaluation_wav/common_voice_en_17980770.wav,0.0020046341
common_voice_en_17809327.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17809327.wav,mozilla_evaluation_wav/common_voice_en_17809327.wav,0.9997483
common_voice_en_17935729.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17935729.wav,mozilla_evaluation_wav/common_voice_en_17935729.wav,0.23732752
common_voice_en_107490.mp3,british isles (uk and ireland),male_masculine,common_voice_en_107490.wav,mozilla_evaluation_wav/common_voice_en_107490.wav,0.9858155
common_voice_en_17748795.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17748795.wav,mozilla_evaluation_wav/common_voice_en_17748795.wav,0.00074066507
common_voice_en_18163161.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18163161.wav,mozilla_evaluation_wav/common_voice_en_18163161.wav,8.67233e-05
common_voice_en_17475945.mp3,british isles (uk and ireland),male_masculine,common_voice_en_17475945.wav,mozilla_evaluation_wav/common_voice_en_17475945.wav,0.87868327
common_voice_en_136434.mp3,british isles (uk and ireland),male_masculine,common_voice_en_136434.wav,mozilla_evaluation_wav/common_voice_en_136434.wav,0.03815936
common_voice_en_125875.mp3,british isles (uk and ireland),male_masculine,common_voice_en_125875.wav,mozilla_evaluation_wav/common_voice_en_125875.wav,0.95137215
common_voice_en_18163443.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18163443.wav,mozilla_evaluation_wav/common_voice_en_18163443.wav,6.959062e-05
common_voice_en_18187996.mp3,british isles (uk and ireland),male_masculine,common_voice_en_18187996.wav,mozilla_evaluation_wav/common_voice_en_18187996.wav,0.03131181
common_voice_en_129336.mp3,british isles (uk and ireland),male_masculine,common_voice_en_129336.wav,mozilla_evaluation_wav/common_voice_en_129336.wav,0.00020968748
